ID,Fecha,Año,Mes,País,Región,Sector,Tamaño_Empresa,Empleados,Certificación,Tipo_Residuo,Estrategia_Circular,Residuos_Generados_Ton,Residuos_Recuperados_Ton,Residuos_Dispuestos_Ton,Tasa_Recuperación_Pct,CO2_Evitado_TonCO2eq,Agua_Ahorrada_m3,Energía_Ahorrada_MWh,Inversión_USD,Ingresos_Circular_USD,Empleos_Creados,ROI_Pct,Índice_Circularidad
1499,2022-03-23,2022,3,Perú,Centro,Papel y Cartón,Mediana (50-249),57,Ninguna,Plástico,Reciclaje,665.9,611.86,54.04,91.88,1351.71,1430.76,4628.23,233201.65,576402.8,21,147.17,9.7
1500,2020-04-02,2020,4,España,Este,Papel y Cartón,Pequeña (10-49),36,Ninguna,Residuos Orgánicos,Compostaje,1069.83,581.13,488.7,54.32,1037.56,7214.01,4272.43,358021.17,1154732.59,4,222.53,2.5
1501,2019-03-21,2019,3,Chile,Norte,Metales,Pequeña (10-49),36,ISO 14001 + B Corp,Electrónicos (RAEE),Digestión Anaeróbica,387.11,241.56,145.55,62.4,80.09,2138.09,457.77,452135.35,957965.77,3,111.88,7.3
1502,2022-04-12,2022,4,Chile,Oeste,Plásticos,Mediana (50-249),85,Cradle to Cradle,Madera,Economía de Producto como Servicio,2167.88,1631.87,536.01,75.27,1553.86,13967.1,1167.47,314610.9,677333.98,33,115.29,9.4
1503,2021-07-19,2021,7,Ecuador,Centro,Químicos,Micro (<10),5,EMAS,Textil,Digestión Anaeróbica,4612.1,3101.46,1510.64,67.25,6124.13,12004.64,13216.13,79003.23,203673.26,34,157.8,2.4
1504,2020-12-06,2020,12,Argentina,Sur,Construcción,Grande (250+),528,ISO 14001,Vidrio,Compostaje,4590.23,1662.71,2927.52,36.22,2081.21,11060.47,6274.39,147196.97,421416.7,47,186.29,4.8
1505,2024-07-01,2024,7,Ecuador,Oeste,Plásticos,Pequeña (10-49),36,Cradle to Cradle,Metal,Co-procesamiento,3613.26,1144.12,2469.14,31.66,1616.41,15814.45,4423.48,114021.85,148902.6,5,30.59,5.8
1506,2022-03-07,2022,3,Argentina,Este,Electrónica,Grande (250+),1336,ISO 50001,Electrónicos (RAEE),Remanufactura,4770.43,1434.33,3336.1,30.07,2968.04,18401.67,6092.74,357204.69,217770.56,16,-39.03,4.2
1507,2020-12-21,2020,12,Paraguay,Oeste,Metales,Pequeña (10-49),26,ISO 14001 + B Corp,Vidrio,Reutilización,3347.62,1000.0,2347.62,29.87,1511.65,12513.5,6575.8,461467.66,262083.9,45,-43.21,7.5
1508,2023-12-26,2023,12,Colombia,Centro,Plásticos,Mediana (50-249),172,Ninguna,Electrónicos (RAEE),Remanufactura,3503.29,1309.83,2193.46,37.39,2060.97,9919.63,9648.56,229618.53,141452.49,6,-38.4,5.8
1509,2020-09-13,2020,9,España,Oeste,Plásticos,Mediana (50-249),241,Ninguna,Madera,Digestión Anaeróbica,4207.84,4079.36,128.48,96.95,4304.51,39642.2,11127.07,482708.76,986993.54,16,104.47,2.9
1510,2021-06-18,2021,6,Colombia,Centro,Alimentos,Mediana (50-249),201,Cradle to Cradle,Plástico,Compostaje,2328.9,1718.23,610.67,73.78,625.12,17869.04,6313.3,81678.76,206824.56,16,153.22,8.6
1511,2024-09-20,2024,9,Colombia,Norte,Papel y Cartón,Grande (250+),1283,Ninguna,Papel/Cartón,Reutilización,1618.54,398.39,1220.15,24.61,232.38,4461.39,872.64,477652.39,1064095.79,1,122.78,5.5
1512,2023-10-02,2023,10,Brasil,Oeste,Agroindustria,Pequeña (10-49),39,EMAS,Químico Peligroso,Upcycling,1605.74,1432.87,172.87,89.23,2873.1,3613.56,6528.57,9437.39,8030.31,13,-14.91,8.3
1513,2022-03-17,2022,3,Perú,Oeste,Papel y Cartón,Pequeña (10-49),32,B Corp,Construcción,Reutilización,3835.9,979.25,2856.65,25.53,980.52,6505.27,4956.13,330365.07,529995.65,44,60.43,6.1
1514,2024-04-23,2024,4,Paraguay,Este,Alimentos,Micro (<10),2,EMAS,Electrónicos (RAEE),Remanufactura,3147.82,958.58,2189.24,30.45,1785.03,2511.69,1304.15,257459.09,804815.86,18,212.6,4.1
1515,2022-11-25,2022,11,Colombia,Norte,Plásticos,Pequeña (10-49),15,ISO 14001 + B Corp,Metal,Remanufactura,2650.32,2548.77,101.55,96.17,1684.37,29949.71,8812.84,157354.21,491102.27,39,212.1,9.2
1516,2019-11-05,2019,11,Uruguay,Sur,Electrónica,Pequeña (10-49),13,ISO 14001,Papel/Cartón,Remanufactura,2370.55,1187.31,1183.24,50.09,1983.42,5981.72,2396.71,256932.55,725533.99,9,182.38,7.6
1517,2024-12-06,2024,12,Argentina,Norte,Agroindustria,Mediana (50-249),191,EMAS,Plástico,Compostaje,2915.83,2854.48,61.35,97.9,3597.55,15440.11,19314.05,393207.48,875918.24,5,122.76,4.3
1518,2019-12-01,2019,12,Colombia,Centro,Plásticos,Mediana (50-249),154,Cradle to Cradle,Construcción,Intercambio Industrial,1415.15,1185.18,229.97,83.75,1940.28,5823.84,1804.1,455537.56,551200.67,9,21.0,1.8
1519,2021-09-23,2021,9,Paraguay,Sur,Construcción,Mediana (50-249),72,B Corp,Plástico,Upcycling,1837.61,465.93,1371.68,25.36,359.49,5524.23,2411.47,346260.36,1100235.83,27,217.75,5.4
1520,2023-02-23,2023,2,Chile,Sur,Agroindustria,Pequeña (10-49),48,ISO 14001,Plástico,Reciclaje,3540.21,2095.63,1444.58,59.2,5211.1,4259.06,5605.8,429789.52,937564.51,10,118.15,5.9
1521,2020-04-04,2020,4,Ecuador,Este,Construcción,Grande (250+),1922,EMAS,Madera,Digestión Anaeróbica,4123.39,1171.04,2952.35,28.4,1834.52,11085.3,5092.3,35981.71,41410.43,20,15.09,7.3
1522,2022-01-10,2022,1,España,Oeste,Metales,Grande (250+),1516,ISO 14001 + B Corp,Metal,Upcycling,4869.13,3676.14,1192.99,75.5,6729.91,8948.69,15189.44,6661.25,16423.87,44,146.56,2.0
1523,2019-04-24,2019,4,Ecuador,Norte,Metales,Mediana (50-249),69,ISO 14001 + B Corp,Papel/Cartón,Reutilización,1033.69,334.85,698.84,32.39,662.86,4959.93,851.6,399707.49,910254.33,27,127.73,9.0
1524,2024-03-12,2024,3,Uruguay,Este,Papel y Cartón,Grande (250+),1281,Ninguna,Electrónicos (RAEE),Reutilización,3538.89,2510.33,1028.56,70.94,1592.68,6315.39,8359.23,373446.68,318555.89,1,-14.7,7.6
1525,2023-07-28,2023,7,España,Centro,Manufactura,Micro (<10),7,ISO 50001,Electrónicos (RAEE),Co-procesamiento,3858.57,953.58,2904.99,24.71,1123.0,7373.43,574.51,297310.18,399229.96,38,34.28,3.2
1526,2019-12-22,2019,12,Colombia,Oeste,Textil,Micro (<10),7,ISO 14001,Vidrio,Co-procesamiento,1594.79,1337.48,257.31,83.87,2700.33,12478.65,9362.17,33784.98,83377.72,35,146.79,2.9
1527,2024-09-23,2024,9,Argentina,Este,Manufactura,Grande (250+),1324,EMAS,Textil,Remanufactura,2633.03,922.36,1710.67,35.03,2052.8,3514.05,3699.5,300289.55,154833.04,36,-48.44,8.7
1528,2021-06-28,2021,6,Perú,Este,Químicos,Mediana (50-249),249,B Corp,Metal,Remanufactura,567.29,387.89,179.4,68.38,213.93,3598.63,1418.21,12939.19,14806.49,19,14.43,3.1
1529,2023-11-07,2023,11,Uruguay,Oeste,Químicos,Grande (250+),1309,ISO 50001,Químico Peligroso,Upcycling,731.12,283.39,447.73,38.76,95.61,1412.51,641.99,128412.74,204468.61,19,59.23,4.9
1530,2020-01-13,2020,1,Uruguay,Norte,Electrónica,Pequeña (10-49),29,Ninguna,Plástico,Digestión Anaeróbica,1143.78,636.8,506.98,55.68,674.66,2405.11,2430.66,200418.29,173458.99,22,-13.45,1.9
1531,2019-12-10,2019,12,Chile,Centro,Electrónica,Grande (250+),432,ISO 50001,Plástico,Remanufactura,3558.14,2662.83,895.31,74.84,6022.23,6607.38,12096.2,60013.11,85263.46,1,42.07,5.6
1532,2022-06-09,2022,6,Colombia,Este,Papel y Cartón,Mediana (50-249),72,EMAS,Residuos Orgánicos,Remanufactura,881.37,450.05,431.32,51.06,1095.2,2982.46,2766.88,462524.78,1539863.35,14,232.93,8.3
1533,2021-11-14,2021,11,Argentina,Centro,Electrónica,Mediana (50-249),248,EMAS,Papel/Cartón,Remanufactura,3940.71,876.24,3064.47,22.24,707.92,1396.52,1004.83,300885.86,523838.41,8,74.1,9.6
1534,2024-02-21,2024,2,Ecuador,Sur,Papel y Cartón,Mediana (50-249),133,B Corp,Madera,Co-procesamiento,4286.92,4087.18,199.74,95.34,5227.69,54260.88,8409.15,399123.42,477057.12,23,19.53,7.1
1535,2023-02-14,2023,2,Uruguay,Centro,Manufactura,Mediana (50-249),120,ISO 14001,Madera,Upcycling,3416.43,3099.96,316.47,90.74,1156.04,9399.94,5943.61,401960.57,1154495.92,48,187.22,5.7
1536,2019-01-23,2019,1,Chile,Oeste,Químicos,Grande (250+),772,ISO 14001 + B Corp,Papel/Cartón,Upcycling,2102.76,1749.85,352.91,83.22,4097.27,10437.36,9546.74,168356.62,442689.08,19,162.95,3.6
1537,2024-12-16,2024,12,Brasil,Norte,Papel y Cartón,Mediana (50-249),240,ISO 50001,Madera,Remanufactura,4213.63,3137.33,1076.3,74.46,3382.68,23135.18,12737.18,85109.48,44534.15,0,-47.67,8.8
1538,2024-06-19,2024,6,Uruguay,Este,Textil,Grande (250+),1721,Cradle to Cradle,Papel/Cartón,Reparación,924.7,410.73,513.97,44.42,229.43,2885.6,861.07,114748.53,113247.46,17,-1.31,1.8
1539,2019-03-22,2019,3,México,Centro,Manufactura,Micro (<10),5,Ninguna,Plástico,Co-procesamiento,3561.95,1501.07,2060.88,42.14,2617.04,11339.63,11468.61,369095.81,449640.98,17,21.82,7.3
1540,2023-04-21,2023,4,Chile,Sur,Agroindustria,Mediana (50-249),62,ISO 14001 + B Corp,Vidrio,Remanufactura,1070.27,355.12,715.15,33.18,524.41,2794.89,1134.25,203286.32,401658.82,35,97.58,4.7
1541,2021-09-18,2021,9,Perú,Norte,Papel y Cartón,Grande (250+),399,ISO 14001,Papel/Cartón,Co-procesamiento,653.82,502.42,151.4,76.84,1239.03,6422.53,3511.81,480106.82,1622452.67,43,237.94,9.4
1542,2019-05-13,2019,5,México,Norte,Metales,Micro (<10),8,Ninguna,Madera,Reciclaje,1292.69,643.53,649.16,49.78,1112.79,9373.53,5145.14,428273.07,523928.85,48,22.34,7.6
1543,2020-08-24,2020,8,Chile,Sur,Metales,Mediana (50-249),211,B Corp,Vidrio,Economía de Producto como Servicio,3347.18,3203.19,143.99,95.7,4904.24,41076.31,19091.23,229787.1,153846.67,35,-33.05,4.1
1544,2019-09-06,2019,9,Colombia,Centro,Plásticos,Micro (<10),3,ISO 14001 + B Corp,Plástico,Compostaje,3775.98,1951.5,1824.48,51.68,3040.15,18353.87,9969.79,333256.27,578467.64,1,73.58,9.2
1545,2022-05-13,2022,5,Argentina,Norte,Químicos,Mediana (50-249),243,Ninguna,Vidrio,Intercambio Industrial,3791.11,2735.42,1055.69,72.15,1624.6,8106.78,16083.16,414725.17,442402.16,47,6.67,6.3
1546,2023-11-17,2023,11,México,Norte,Metales,Grande (250+),1304,Cradle to Cradle,Residuos Orgánicos,Upcycling,3760.31,1974.89,1785.42,52.52,3692.86,23323.71,12117.83,469671.01,551576.32,2,17.44,3.1
1547,2023-08-28,2023,8,Ecuador,Este,Electrónica,Grande (250+),1154,Ninguna,Madera,Compostaje,2049.78,1503.74,546.04,73.36,2487.97,9312.33,10365.53,399423.24,1006383.95,17,151.96,2.2
1548,2023-03-17,2023,3,Uruguay,Centro,Papel y Cartón,Micro (<10),5,ISO 14001 + B Corp,Electrónicos (RAEE),Reparación,519.3,508.08,11.22,97.84,455.84,4031.36,1587.85,429693.17,1254444.5,12,191.94,7.8
1549,2019-04-05,2019,4,México,Sur,Agroindustria,Grande (250+),1715,Cradle to Cradle,Textil,Compostaje,4226.56,2127.54,2099.02,50.34,5094.35,10535.16,3805.59,463276.16,1555375.74,14,235.73,7.8
1550,2022-09-11,2022,9,Uruguay,Norte,Electrónica,Pequeña (10-49),46,EMAS,Residuos Orgánicos,Digestión Anaeróbica,737.46,232.9,504.56,31.58,308.12,2690.58,759.42,63447.05,166502.23,12,162.43,1.6
1551,2022-07-08,2022,7,Perú,Sur,Textil,Pequeña (10-49),39,ISO 50001,Textil,Digestión Anaeróbica,1089.41,437.01,652.4,40.11,274.79,6222.86,2503.47,80511.09,268859.18,33,233.94,8.5
1552,2020-02-02,2020,2,Argentina,Centro,Metales,Mediana (50-249),217,ISO 14001 + B Corp,Metal,Compostaje,1169.22,443.08,726.14,37.9,592.57,5251.43,2544.26,442787.86,230567.1,44,-47.93,3.3
1553,2020-04-22,2020,4,México,Sur,Textil,Mediana (50-249),215,ISO 50001,Construcción,Reutilización,623.33,429.39,193.94,68.89,966.95,3627.32,1932.39,184200.04,442789.64,5,140.39,9.0
1554,2023-12-21,2023,12,México,Centro,Electrónica,Grande (250+),1978,ISO 14001,Construcción,Upcycling,3133.37,2466.39,666.98,78.71,4468.07,7484.43,18796.56,286112.05,474066.83,1,65.69,7.4
1555,2020-08-20,2020,8,Chile,Centro,Electrónica,Mediana (50-249),185,Ninguna,Metal,Reciclaje,3345.24,1804.29,1540.95,53.94,660.84,7730.46,2870.67,412129.95,451140.94,38,9.47,6.6
1556,2019-04-20,2019,4,Chile,Centro,Agroindustria,Pequeña (10-49),11,B Corp,Químico Peligroso,Economía de Producto como Servicio,2286.79,2080.84,205.95,90.99,2770.11,28861.07,11529.89,431391.73,1092783.68,5,153.32,1.9
1557,2019-11-22,2019,11,Ecuador,Este,Plásticos,Mediana (50-249),215,ISO 14001 + B Corp,Madera,Digestión Anaeróbica,3638.78,1090.39,2548.39,29.97,355.14,8052.32,7716.83,368484.13,763508.08,40,107.2,3.0
1558,2023-10-22,2023,10,Chile,Este,Metales,Micro (<10),6,ISO 14001 + B Corp,Textil,Co-procesamiento,2661.8,1044.38,1617.42,39.24,1598.87,6619.34,5344.39,445398.18,223994.76,33,-49.71,8.7
1559,2022-04-22,2022,4,Brasil,Centro,Agroindustria,Mediana (50-249),101,EMAS,Metal,Reciclaje,2211.62,797.51,1414.11,36.06,1426.48,5660.35,3967.04,129328.35,195344.09,38,51.05,6.1
1560,2020-02-16,2020,2,Perú,Este,Electrónica,Grande (250+),1020,ISO 14001 + B Corp,Textil,Remanufactura,295.75,172.32,123.43,58.27,63.57,606.54,1187.51,8834.39,8299.15,29,-6.06,3.0
1561,2020-12-07,2020,12,Colombia,Sur,Plásticos,Pequeña (10-49),12,B Corp,Textil,Co-procesamiento,1428.98,848.66,580.32,59.39,754.78,3722.79,6660.0,213616.18,357659.9,6,67.43,3.7
1562,2022-05-10,2022,5,Ecuador,Sur,Papel y Cartón,Grande (250+),1241,ISO 50001,Textil,Reutilización,4620.25,2535.93,2084.32,54.89,5049.91,34155.61,13211.24,99653.44,190047.65,22,90.71,9.9
1563,2022-05-25,2022,5,México,Norte,Alimentos,Pequeña (10-49),36,Ninguna,Residuos Orgánicos,Intercambio Industrial,3537.75,2533.9,1003.85,71.62,4319.54,22930.7,1542.11,175684.68,346542.81,15,97.25,8.5
1564,2019-12-25,2019,12,Chile,Centro,Metales,Grande (250+),1156,ISO 14001 + B Corp,Vidrio,Upcycling,3932.96,3684.84,248.12,93.69,3744.83,30458.3,17666.97,329931.27,549986.59,22,66.7,5.9
1565,2020-05-12,2020,5,Chile,Este,Metales,Pequeña (10-49),25,Ninguna,Construcción,Reciclaje,221.76,186.09,35.67,83.92,263.85,1834.12,795.58,198140.61,543047.8,3,174.07,8.7
1566,2021-04-12,2021,4,Paraguay,Sur,Papel y Cartón,Pequeña (10-49),42,EMAS,Papel/Cartón,Digestión Anaeróbica,1259.42,650.42,609.0,51.64,667.3,9727.73,1235.79,51959.35,81420.71,2,56.7,1.0
1567,2021-07-14,2021,7,Ecuador,Centro,Manufactura,Mediana (50-249),159,Ninguna,Vidrio,Remanufactura,8.46,3.67,4.79,43.38,7.58,16.01,12.91,221206.76,415573.97,47,87.87,2.7
1568,2021-09-26,2021,9,España,Este,Plásticos,Grande (250+),1483,B Corp,Residuos Orgánicos,Upcycling,2046.83,1211.95,834.88,59.21,2833.09,2965.34,5723.7,319776.42,200568.72,19,-37.28,3.0
1569,2019-02-27,2019,2,Argentina,Oeste,Plásticos,Grande (250+),466,B Corp,Metal,Economía de Producto como Servicio,1121.01,498.58,622.43,44.48,971.36,5906.51,346.18,293474.35,838225.29,30,185.62,9.9
1570,2019-09-03,2019,9,México,Oeste,Construcción,Mediana (50-249),152,ISO 14001 + B Corp,Metal,Reparación,4556.55,2897.83,1658.72,63.6,3322.33,40116.02,19018.88,299270.97,695133.57,49,132.28,8.1
1571,2024-12-26,2024,12,Perú,Norte,Manufactura,Micro (<10),8,Cradle to Cradle,Electrónicos (RAEE),Remanufactura,2967.61,2522.42,445.19,85.0,3955.29,21908.33,2802.74,217116.65,538621.44,4,148.08,6.8
1572,2024-06-01,2024,6,Paraguay,Centro,Agroindustria,Pequeña (10-49),22,ISO 14001 + B Corp,Madera,Upcycling,2454.53,2236.54,217.99,91.12,1169.95,16113.42,3696.41,295904.79,332184.83,8,12.26,4.2
1573,2020-08-28,2020,8,Colombia,Norte,Manufactura,Micro (<10),9,B Corp,Madera,Reparación,3382.73,3145.24,237.49,92.98,4203.95,20140.26,14680.52,193293.07,512041.86,16,164.9,2.0
1574,2023-06-03,2023,6,Colombia,Oeste,Papel y Cartón,Pequeña (10-49),17,ISO 14001,Metal,Reutilización,2149.48,1252.08,897.4,58.25,632.63,3740.29,5831.88,24985.08,60705.26,34,142.97,2.2
1575,2021-06-19,2021,6,Argentina,Sur,Alimentos,Pequeña (10-49),31,ISO 14001,Madera,Upcycling,4374.71,2608.27,1766.44,59.62,3624.73,29287.44,3957.88,215166.33,204823.34,7,-4.81,6.0
1576,2023-07-28,2023,7,Ecuador,Norte,Alimentos,Grande (250+),500,B Corp,Plástico,Reutilización,2740.13,2614.55,125.58,95.42,2851.12,16056.03,3053.54,71349.9,46153.37,13,-35.31,4.6
1577,2019-09-23,2019,9,Chile,Oeste,Construcción,Mediana (50-249),121,EMAS,Químico Peligroso,Reutilización,381.51,258.18,123.33,67.67,592.65,1281.82,1686.77,276353.62,333906.29,27,20.83,8.9
1578,2019-07-27,2019,7,México,Centro,Papel y Cartón,Mediana (50-249),217,ISO 14001 + B Corp,Residuos Orgánicos,Intercambio Industrial,662.86,620.99,41.87,93.68,544.61,4271.21,3077.57,110998.85,261370.43,34,135.47,5.4
1579,2024-01-10,2024,1,Colombia,Centro,Alimentos,Mediana (50-249),166,ISO 50001,Papel/Cartón,Reciclaje,3103.39,1720.38,1383.01,55.44,3768.78,17689.5,12572.12,90391.65,275144.59,43,204.39,7.8
1580,2022-05-16,2022,5,Paraguay,Norte,Construcción,Pequeña (10-49),18,ISO 14001,Madera,Remanufactura,699.22,674.55,24.67,96.47,797.24,5286.5,1822.09,356387.7,1129895.49,20,217.04,2.2
1581,2024-09-13,2024,9,Uruguay,Sur,Papel y Cartón,Grande (250+),344,Ninguna,Plástico,Reciclaje,2179.75,1741.7,438.05,79.9,1704.38,14888.51,4398.68,470673.31,1472448.63,38,212.84,2.1
1582,2019-03-03,2019,3,Perú,Este,Papel y Cartón,Grande (250+),560,ISO 14001 + B Corp,Metal,Co-procesamiento,4484.75,3771.9,712.85,84.11,5257.76,12386.35,4339.67,468967.97,687914.19,17,46.69,4.1
1583,2023-05-20,2023,5,Brasil,Centro,Manufactura,Mediana (50-249),134,B Corp,Residuos Orgánicos,Economía de Producto como Servicio,1955.44,486.44,1469.0,24.88,338.3,3106.67,3341.45,170400.12,161981.72,40,-4.94,7.9
1584,2021-10-27,2021,10,Argentina,Norte,Construcción,Mediana (50-249),119,Ninguna,Químico Peligroso,Reparación,3120.26,1325.36,1794.9,42.48,833.27,4661.57,7875.3,355842.8,184997.78,5,-48.01,9.0
1585,2023-08-17,2023,8,Argentina,Norte,Construcción,Mediana (50-249),226,ISO 14001 + B Corp,Papel/Cartón,Reciclaje,1116.12,827.98,288.14,74.18,1706.29,3442.13,5647.84,233322.57,700765.63,37,200.34,1.4
1586,2020-08-20,2020,8,Colombia,Norte,Construcción,Pequeña (10-49),19,ISO 50001,Plástico,Digestión Anaeróbica,4701.91,4114.57,587.34,87.51,9392.09,34891.99,17556.3,326918.65,1105096.96,43,238.03,9.8
1587,2024-06-12,2024,6,Perú,Sur,Metales,Grande (250+),1341,ISO 14001 + B Corp,Químico Peligroso,Intercambio Industrial,2522.15,1392.97,1129.18,55.23,1282.83,19844.48,4319.89,64620.8,73643.21,44,13.96,2.3
1588,2020-11-11,2020,11,Uruguay,Sur,Agroindustria,Mediana (50-249),114,B Corp,Electrónicos (RAEE),Reparación,1016.98,296.01,720.97,29.11,674.28,4320.25,1656.69,378856.3,818562.9,21,116.06,4.3
1589,2021-08-13,2021,8,Ecuador,Norte,Químicos,Grande (250+),1730,ISO 50001,Metal,Economía de Producto como Servicio,2366.71,1174.26,1192.45,49.62,1331.02,2463.03,1718.86,273445.0,542906.38,20,98.54,7.0
1590,2024-07-18,2024,7,México,Sur,Metales,Micro (<10),8,B Corp,Electrónicos (RAEE),Upcycling,1802.74,627.13,1175.61,34.79,700.58,7290.94,954.48,65068.9,160720.25,2,147.0,3.3
1591,2019-05-10,2019,5,Chile,Oeste,Textil,Micro (<10),4,ISO 14001 + B Corp,Residuos Orgánicos,Reciclaje,1780.58,1176.76,603.82,66.09,2598.27,7832.92,3288.08,354205.82,508521.08,13,43.57,6.5
1592,2021-10-15,2021,10,Uruguay,Sur,Construcción,Pequeña (10-49),24,ISO 50001,Plástico,Remanufactura,827.32,444.33,382.99,53.71,734.74,837.39,305.98,23808.35,26619.29,40,11.81,6.4
1593,2024-09-17,2024,9,Uruguay,Norte,Plásticos,Grande (250+),1459,B Corp,Químico Peligroso,Remanufactura,2535.41,2164.07,371.34,85.35,2916.21,15033.49,16469.06,497991.66,1457618.5,8,192.7,2.4
1594,2020-08-10,2020,8,Paraguay,Centro,Electrónica,Grande (250+),1149,ISO 50001,Vidrio,Co-procesamiento,2918.94,686.33,2232.61,23.51,1594.77,3015.88,1167.68,93922.14,292363.76,20,211.28,1.1
1595,2023-08-10,2023,8,Uruguay,Oeste,Textil,Pequeña (10-49),35,ISO 14001 + B Corp,Plástico,Reparación,2301.86,1758.59,543.27,76.4,2447.98,2789.3,1116.69,201941.97,350044.26,48,73.34,7.0
1596,2024-11-18,2024,11,Uruguay,Sur,Papel y Cartón,Pequeña (10-49),26,ISO 14001,Metal,Compostaje,639.66,417.83,221.83,65.32,978.33,5470.52,1786.57,432740.63,913755.59,30,111.16,2.2
1597,2021-12-25,2021,12,Chile,Norte,Textil,Pequeña (10-49),12,ISO 14001 + B Corp,Madera,Upcycling,1803.97,1185.68,618.29,65.73,2543.0,10901.05,6482.03,19305.32,32952.04,42,70.69,4.2
1598,2020-06-17,2020,6,Argentina,Este,Construcción,Mediana (50-249),89,B Corp,Metal,Upcycling,4057.81,1688.66,2369.15,41.62,3769.46,15354.47,2268.7,260906.52,372538.17,27,42.79,2.6
1599,2021-09-23,2021,9,México,Norte,Papel y Cartón,Micro (<10),6,Ninguna,Vidrio,Co-procesamiento,3630.56,1364.76,2265.8,37.59,1539.15,13579.24,6097.34,42498.56,73620.64,21,73.23,6.0
1600,2022-10-25,2022,10,Perú,Sur,Alimentos,Micro (<10),8,Cradle to Cradle,Papel/Cartón,Compostaje,990.68,278.81,711.87,28.14,551.69,1961.85,2041.43,197544.65,440248.34,11,122.86,5.7
1601,2022-02-07,2022,2,Uruguay,Centro,Metales,Pequeña (10-49),45,EMAS,Electrónicos (RAEE),Intercambio Industrial,4168.08,1836.9,2331.18,44.07,2513.17,27514.31,1923.79,173676.96,490340.3,35,182.33,8.2
1602,2023-01-22,2023,1,Colombia,Centro,Papel y Cartón,Pequeña (10-49),29,ISO 50001,Construcción,Compostaje,4058.0,3500.55,557.45,86.26,1935.66,46170.39,2620.81,38422.94,45025.21,6,17.18,3.8
1603,2019-05-19,2019,5,Colombia,Sur,Textil,Grande (250+),888,Cradle to Cradle,Textil,Reparación,3020.53,809.15,2211.38,26.79,1780.79,6943.93,2794.28,400313.76,661886.87,16,65.34,8.6
1604,2024-01-13,2024,1,Paraguay,Centro,Alimentos,Grande (250+),1890,ISO 50001,Plástico,Remanufactura,2273.68,2119.33,154.35,93.21,2411.71,22242.67,7212.68,91572.11,55832.19,43,-39.03,2.6
1605,2019-06-17,2019,6,Argentina,Sur,Metales,Mediana (50-249),224,ISO 50001,Metal,Digestión Anaeróbica,3993.2,2566.58,1426.62,64.27,3247.83,9332.41,6422.05,182172.95,628958.72,6,245.25,6.6
1606,2021-11-20,2021,11,Colombia,Este,Metales,Micro (<10),7,ISO 14001,Construcción,Reutilización,483.9,461.04,22.86,95.28,823.9,1971.23,3025.72,365348.57,1114365.37,0,205.01,5.6
1607,2021-11-20,2021,11,Ecuador,Centro,Químicos,Micro (<10),5,ISO 14001 + B Corp,Textil,Reciclaje,2374.04,2218.72,155.32,93.46,3110.87,32870.75,9077.61,415146.71,1353916.91,37,226.13,9.9
1608,2020-03-16,2020,3,Brasil,Oeste,Electrónica,Micro (<10),6,ISO 50001,Papel/Cartón,Co-procesamiento,1981.09,1157.71,823.38,58.44,1427.98,14269.88,8172.03,297669.48,870809.97,16,192.54,7.7
1609,2021-06-27,2021,6,Brasil,Norte,Alimentos,Mediana (50-249),56,Ninguna,Papel/Cartón,Intercambio Industrial,3143.64,2439.01,704.63,77.59,2207.71,18256.62,5842.8,160538.42,97645.36,40,-39.18,4.3
1610,2024-12-17,2024,12,Uruguay,Este,Metales,Micro (<10),5,Cradle to Cradle,Metal,Intercambio Industrial,3057.65,1362.37,1695.28,44.56,1089.05,13515.44,4081.31,14465.79,26367.94,22,82.28,9.7
1611,2021-07-19,2021,7,Ecuador,Centro,Manufactura,Pequeña (10-49),11,ISO 50001,Electrónicos (RAEE),Upcycling,946.5,722.05,224.45,76.29,408.61,5051.18,2417.65,488032.92,1012465.77,44,107.46,5.1
1612,2020-03-26,2020,3,México,Oeste,Electrónica,Micro (<10),4,B Corp,Plástico,Remanufactura,4947.23,1983.36,2963.87,40.09,722.92,5742.53,12924.05,439870.26,757823.4,33,72.28,6.2
1613,2021-12-26,2021,12,Argentina,Oeste,Textil,Grande (250+),1221,EMAS,Papel/Cartón,Digestión Anaeróbica,4769.81,2420.18,2349.63,50.74,3025.57,4850.35,5174.54,428698.75,389889.39,31,-9.05,3.4
1614,2019-02-01,2019,2,Perú,Norte,Alimentos,Mediana (50-249),117,ISO 14001 + B Corp,Metal,Reutilización,899.3,523.03,376.27,58.16,208.6,6462.88,693.7,437052.36,648451.86,25,48.37,8.9
1615,2022-02-09,2022,2,Uruguay,Norte,Alimentos,Pequeña (10-49),11,ISO 50001,Construcción,Upcycling,1261.8,1127.76,134.04,89.38,1447.83,11668.44,2844.14,473293.7,986493.05,13,108.43,7.8
1616,2023-08-11,2023,8,Colombia,Oeste,Papel y Cartón,Grande (250+),1067,ISO 14001,Residuos Orgánicos,Compostaje,2166.4,1228.23,938.17,56.69,1667.87,12396.37,9036.42,271334.0,902727.85,10,232.7,9.3
1617,2021-06-20,2021,6,Argentina,Oeste,Alimentos,Pequeña (10-49),36,Ninguna,Plástico,Compostaje,3224.82,1955.26,1269.56,60.63,1866.71,20675.54,11241.03,483049.93,1559130.64,15,222.77,1.1
